author_id;author_name;paper_id;paper_title
3;Kazunori Itoh;cc29269c-c48d-4591-a1b9-5418d8130074;a drawing learning support system with autoevaluating function based on the drawing process model
3;Kazunori Itoh;71a083a8-fa77-4a97-8fde-a028d5dc2566;generation of the certain kind of figures using the movement sense of localized sound and its application
3;Kazunori Itoh;00127ee2-cb05-48ce-bc49-9de556b93346;preliminary design of a network protocol learning tool based on the comprehension of high school students design by an empirical study using a simple mind map
4;Masami Hashimoto;ee85d65c-cd1c-4807-88d4-333c327ec02d;instructional expertise for phrase singing and its application for a chorus learning support system
4;Masami Hashimoto;8800bc86-ce22-42c4-878b-3d33d310253d;realization of direct manipulation for visually impaired on touch panel interface
4;Masami Hashimoto;48e7d5bd-2fd6-4029-bf77-e0365fa8336a;a realtime network board game system using tactile and auditory senses for the visually impaired
4;Masami Hashimoto;a2485fe5-d024-4f9f-ba69-96839323c2a7;effectiveness of modeldriven development in conceptual modeling education for university freshmen
4;Masami Hashimoto;5a8e0ca7-deb9-4fd8-900b-2bd36b14ba07;sound image localization using dynamic transaural reproduction with noncontact head tracking
4;Masami Hashimoto;44b17e8f-578e-41f1-b9fe-1ed8cd239424;a chorus learning support system based on the tutoring knowledge of the chorus leader
4;Masami Hashimoto;1d335f89-d234-4d0e-aa6c-cefd85eba2fb;an input interface system using vep for the physically challenged
4;Masami Hashimoto;f0013b9c-6243-41aa-80e8-e036a9132ac9;a multimodal board game system interface using finger input for visually impaired computer users
4;Masami Hashimoto;d1e7767f-5d68-490e-a0e9-7ec60c06800f;projective display of document information by parametric sound beam
4;Masami Hashimoto;00127ee2-cb05-48ce-bc49-9de556b93346;preliminary design of a network protocol learning tool based on the comprehension of high school students design by an empirical study using a simple mind map
5;Makoto Otani;aabf757e-2637-406c-93d2-b3733dc138ea;virtual auditory display by remote rendering via computer network
5;Makoto Otani;f0b3c117-a058-4c43-ba67-d15ebc3ca1b5;virtual auditory display on a smartphone for highresolution acoustic space by remote rendering
5;Makoto Otani;fe259ce2-c487-4544-bba4-c3b11f105ca2;the ubiquitous environment house for observational learning in science education
5;Makoto Otani;fe46f3c8-2d7e-4f8f-bb9d-f7c4caa051dc;the effects of ambient sounds on the quality of 3d virtual sound space
5;Makoto Otani;ee85d65c-cd1c-4807-88d4-333c327ec02d;instructional expertise for phrase singing and its application for a chorus learning support system
5;Makoto Otani;e530ef6a-5aa4-400c-8c5d-331f2da1c856;numerical simulation of air flow through glottis during very weak whisper sound production
5;Makoto Otani;c213b0b7-3dfe-4561-a7c8-75aae0af58d2;opengate on openflow system outline
5;Makoto Otani;bcaafc87-a02f-41aa-bf23-907ae0ca7e02;development of a video streaming module for moodle
5;Makoto Otani;b5ff06ed-79e0-4b4e-8ff9-141af067c7ba;development of a wifi users information indicating system with ar
5;Makoto Otani;b8a31c20-edca-497a-b561-97e7a72e0829;implementation of pki authentication functions for network user authentication system opengate
5;Makoto Otani;5ac2f626-1b63-4f35-b102-d025115f9d05;an implementation of a remote blackboard presenter system for remote lessons in conventional blackboard based style with rich media environment
5;Makoto Otani;60a53591-cca1-4d72-8e22-763105b67187;a telecontrol project over ipv6 in technical high schools
5;Makoto Otani;48e7d5bd-2fd6-4029-bf77-e0365fa8336a;a realtime network board game system using tactile and auditory senses for the visually impaired
5;Makoto Otani;3a8f2bc1-62c6-4ec5-be11-59eca5d502ed;opengate on cloud
5;Makoto Otani;fd408f89-9e2b-40eb-9a04-3e8fbcd47a39;the simple and compact remote telescope system
5;Makoto Otani;fcffe8e8-8e84-448c-b4e2-91e55fa6b35f;auditory artifacts due to switching headrelated transfer functions of a dynamic virtual auditory display
5;Makoto Otani;f8fd6f02-a881-4990-892b-9218285f3684;development of network user authentication gateway system using high performance packet processing engine
5;Makoto Otani;f1fae78c-4457-4bd6-b0d0-fbbe828427bb;development of a video streaming module for moodle
5;Makoto Otani;de44680f-7fdc-44ca-9412-301eff4e7ed7;a fpga implementation of the twodimensional digital huygens model
5;Makoto Otani;dd7c908a-2d97-4220-ac03-fce737bcf0e7;algorithmic thinking learning support system with eassessment function
5;Makoto Otani;c7a2bc9b-bc9b-4d53-9400-56713450ec8a;silentspeech enhancement using bodyconducted vocaltract resonance signals
5;Makoto Otani;b5eabd40-0d33-4425-b02e-5090cb3aa956;development of geographical location estimation system for wifi users in campus
5;Makoto Otani;aef31b26-ee3e-4ccc-986e-251d5966a074;development of network user authentication system using openflow
5;Makoto Otani;8aec78df-70e0-4321-be57-75edd36bf282;soundfield lattice gas cellular automaton for realtime acoustic rendering
5;Makoto Otani;71a1a47d-bb24-4033-bfa8-a9cc39138185;group management system for federated identities with flow control of membership information by subjects
5;Makoto Otani;6e0fe4dd-42a9-4cd6-850c-600479b1bac3;a seamless connection for authentication required web sites by shibboleth
5;Makoto Otani;6e65798c-4512-4d5e-a1c0-bc591d8d0642;implementation of ipv6 functions for a network user authentication system opengate
5;Makoto Otani;5a8e0ca7-deb9-4fd8-900b-2bd36b14ba07;sound image localization using dynamic transaural reproduction with noncontact head tracking
5;Makoto Otani;55ad3f65-21f9-406d-8b18-ecb5c74d7066;detection and prohibition of napt for network user authentication system opengate
5;Makoto Otani;44b17e8f-578e-41f1-b9fe-1ed8cd239424;a chorus learning support system based on the tutoring knowledge of the chorus leader
5;Makoto Otani;3ca964f5-033a-4304-a9c4-db597a0457b5;development of lecture videos delivery system using html5 video element
5;Makoto Otani;241cb660-61eb-4f9d-9d10-0b0a7d3c1dd8;evaluation of realism of dynamic sound space using a virtual auditory display
5;Makoto Otani;212c9195-46c7-4e5f-96f0-eb451b5ad104;design of a fpgabased timing sharing architecture for sound rendering applications
5;Makoto Otani;1dc8d784-3331-4c36-8ce5-f6667adc147e;design and implementation of a twodimensional sound field solver based on the digital huygens model
5;Makoto Otani;11807c51-8e62-48ce-959d-ab9ba3964544;development of ipv6ipv4 translator using high performance packet processing engine
5;Makoto Otani;2dd47a62-5f10-4261-9c25-22e208562db0;a mac address based authentication system applicable to campusscale network
5;Makoto Otani;0e46b5ce-9838-4de5-9003-9d2fbd9cad49;line image classification by ngsom application to handwritten character recognition
5;Makoto Otani;8e72808c-dba7-4c29-8978-4f8d48d254c9;physics of bodyconducted silent speech  production propagation and representation of nonaudible murmur
5;Makoto Otani;00127ee2-cb05-48ce-bc49-9de556b93346;preliminary design of a network protocol learning tool based on the comprehension of high school students design by an empirical study using a simple mind map
6;Michio Shimizu;48e7d5bd-2fd6-4029-bf77-e0365fa8336a;a realtime network board game system using tactile and auditory senses for the visually impaired
6;Michio Shimizu;8caac975-a51c-48cb-9273-b2f252cd05bb;a thinning algorithm for digital figures of characters
6;Michio Shimizu;f0013b9c-6243-41aa-80e8-e036a9132ac9;a multimodal board game system interface using finger input for visually impaired computer users
6;Michio Shimizu;edda3d8e-b11b-4586-a348-372d2fedd0b9;simple pattern creation using a pen input guide and sound localization for the visually impaired
6;Michio Shimizu;d85cea23-476d-46dd-b7c4-ad80c9102e1b;interface of online minigogame with pen input guide for the blind
6;Michio Shimizu;16c6ccd7-faf3-4df0-b8ba-31e8bd41de79;pattern representation system using movement sense of localized sound
6;Michio Shimizu;6c276019-7382-43f6-b7ae-c4ba749ada4e;distance communication system for the blind using sound images
6;Michio Shimizu;eb6b5a4e-c39a-4cfb-b6eb-c7259cd0b803;a drawing support system for the visually impaired computer user using a virtual sound screen
6;Michio Shimizu;71a083a8-fa77-4a97-8fde-a028d5dc2566;generation of the certain kind of figures using the movement sense of localized sound and its application
6;Michio Shimizu;00127ee2-cb05-48ce-bc49-9de556b93346;preliminary design of a network protocol learning tool based on the comprehension of high school students design by an empirical study using a simple mind map
7;Masahiko Sugimoto;48e7d5bd-2fd6-4029-bf77-e0365fa8336a;a realtime network board game system using tactile and auditory senses for the visually impaired
7;Masahiko Sugimoto;edda3d8e-b11b-4586-a348-372d2fedd0b9;simple pattern creation using a pen input guide and sound localization for the visually impaired
7;Masahiko Sugimoto;f0013b9c-6243-41aa-80e8-e036a9132ac9;a multimodal board game system interface using finger input for visually impaired computer users
7;Masahiko Sugimoto;d85cea23-476d-46dd-b7c4-ad80c9102e1b;interface of online minigogame with pen input guide for the blind
7;Masahiko Sugimoto;6c276019-7382-43f6-b7ae-c4ba749ada4e;distance communication system for the blind using sound images
7;Masahiko Sugimoto;71a083a8-fa77-4a97-8fde-a028d5dc2566;generation of the certain kind of figures using the movement sense of localized sound and its application
7;Masahiko Sugimoto;00127ee2-cb05-48ce-bc49-9de556b93346;preliminary design of a network protocol learning tool based on the comprehension of high school students design by an empirical study using a simple mind map
8;Gareth Beale;b57cc9ef-64b6-479d-9918-5f283af3219d;a repainted amazon
8;Gareth Beale;3133714c-f979-4d84-9224-97361cf053ab;virtual relighting of a roman statue head from herculaneum a case study
8;Gareth Beale;4607c729-aacc-4dad-a9e9-438b3975caa7;making digital visual approaches to the digital humanities
8;Gareth Beale;001c58d3-26ad-46b3-ab3a-c1e557d16821;a methodology for the physically accurate visualisation of roman polychrome statuary
9;Graeme Earl;48140420-b8e8-4dc6-84d9-aceb075b0569;worldwide universities network wun web observatory applying lessons from the web to transform the research data ecosystem
9;Graeme Earl;eda9aada-fe1f-438a-923f-72aa4e7e5819;underwater reflectance transformation imaging a technology for in situ underwater cultural heritage objectlevel recording
9;Graeme Earl;b57cc9ef-64b6-479d-9918-5f283af3219d;a repainted amazon
9;Graeme Earl;71d3749b-3e35-461b-86c8-920c42d5ebe8;quick and dirty streamlined 3d scanning in archaeology
9;Graeme Earl;3133714c-f979-4d84-9224-97361cf053ab;virtual relighting of a roman statue head from herculaneum a case study
9;Graeme Earl;3ac1f00f-6830-42e9-b6f9-944f00a71b3c;structural and lighting models for the minoan cemetery at phourni crete
9;Graeme Earl;6af505cf-727f-47f9-afea-772af2928086;reflectance transformation imaging systems for ancient documentary artefacts
9;Graeme Earl;94f6c791-c25c-4fb5-9f67-efd762dfc1ac;the xeros data model tracking interpretations of archaeological finds
9;Graeme Earl;001c58d3-26ad-46b3-ab3a-c1e557d16821;a methodology for the physically accurate visualisation of roman polychrome statuary
10;Altaf Hossain;29874f82-2702-4bad-8e09-b02c2eb277c4;aliasingfree space compaction in vlsi with cascade of twoinput ornor logic
10;Altaf Hossain;2a65c3bd-f111-4c49-8276-f7df45bb6b03;on a new graph theory approach to designing zeroaliasing space compressors for builtin selftesting
10;Altaf Hossain;3adf3533-d14d-48d0-8c07-dd72994e4065;aliasingfree compaction revisited
10;Altaf Hossain;001c8744-73c4-4b04-9364-22d31a10dbf1;comparison of garch neural network and support vector machine in financial time series prediction
11;Faisal Zaman;a2c4112a-9454-4d54-a3a2-f2dcb8ee45c7;densitybased denoising of point cloud
11;Faisal Zaman;423a699b-7a81-414f-9f2a-650debdbffd7;a recommender system architecture for predictive telecom network management
11;Faisal Zaman;142def3d-cc64-4d0c-8244-8676875c3a29;effect of subsampling rate on subbagging and related ensembles of stable classifiers
11;Faisal Zaman;0eeef95c-0019-4c62-aa28-749eba401bff;a heuristic correlation algorithm for data reduction through noise detection in streambased communication management systems
11;Faisal Zaman;cd4c94e9-189c-4118-9138-d7df359bc2cf;double svmbagging a new double bagging with support vector machine
11;Faisal Zaman;96450c91-9a7c-40b2-a216-21db627d62f0;imagnet a realtime intelligent framework for finding specific needles from needle stacks
11;Faisal Zaman;2aadb714-99d0-405b-af2c-d53b3027eb95;estream towards pattern centric network incident discovery and corrective action recommendation in telecommunication networks
11;Faisal Zaman;0af47f54-d938-416a-b16b-89d0bfc76f80;an experimental study on a new ensemble method using robust and order statistics
11;Faisal Zaman;001c8744-73c4-4b04-9364-22d31a10dbf1;comparison of garch neural network and support vector machine in financial time series prediction
12;Mohammed Nasser;cea14993-6a69-4786-84cb-ef5289b01593;regression diagnostics for multiple model step data
12;Mohammed Nasser;7945b805-c676-4933-a755-5a177d2c07e9;a comparative study of kernel and robust canonical correlation analysis
12;Mohammed Nasser;9c73834f-76b5-4825-810b-af100295dd92;kolmogorovsmirnov test in textdependent automatic speaker identification
12;Mohammed Nasser;6307a21d-d1b2-4f57-a711-d993020b600d;robust regression estimation in generalized linear models
12;Mohammed Nasser;001c8744-73c4-4b04-9364-22d31a10dbf1;comparison of garch neural network and support vector machine in financial time series prediction
10000;Tobias Scherner;dd0669b9-ec64-4c4f-8e06-4ffe7528283f;technology assurance
10000;Tobias Scherner;27324056-4a96-472c-9386-b3a8e2bd27cb;von anforderungen zur verteilten privatsphrenrespektierenden infrastruktur ein konstruktiver entwurfsprozess fr locationbased services
10000;Tobias Scherner;1560e95c-26cf-42b9-91cd-8b74eee09503;mobile emergency management services targeting large public events
10000;Tobias Scherner;fa9d68da-93b0-4d12-99ae-66c91ccd633f;a multilaterally secure privacyfriendly locationbased service for disaster management and civil protection
10000;Tobias Scherner;db5b010a-318f-41da-851d-4d84299aac48;privatsphrenfreundliche topozentrische dienste unter bercksichtigung rechtlicher technischer und wirtschaftlicher restriktionen
10000;Tobias Scherner;4b00aaca-049d-45a0-9749-f7eecaeb72a0;integrating valueadding mobile services into an emergency management system for tourist destinations
10000;Tobias Scherner;57706154-be8b-4642-892d-aa4a42f5e223;notifying civilians in time  disaster warning systems based on a multilaterally secure economic and mobile infastructure
10000;Tobias Scherner;02939c72-cee1-4981-97ca-6343d0d57061;sustainable growth for the pacificasia tourism industry addressing natural disasters and business opportunities with mobile ict
10000;Tobias Scherner;150c6339-1936-466f-a412-95703f7e7562;secure mobile notifications of civilians in case of a disaster
10000;Tobias Scherner;a0e69c68-275a-4150-afd7-27815e69669a;privacyfriendly lbs a prototypesupported case study
10000;Tobias Scherner;2d6e6ff9-897b-4135-96c4-4698a93b5b5a;etourismus und katastrophenschutz neue mobile mehrwertdienste durch iktintegration
10000;Tobias Scherner;9a76bf11-84e3-4c19-a319-5db6b32252df;enabling privacy of reallife lbs
10000;Tobias Scherner;e104c919-8943-429c-8105-922d79ba5693;informations und kommunikationsdienste im notfallmanagement vorwort
16;Jian Shen;eb85564d-1805-4f93-99ac-21024ae1a529;an efficient public auditing protocol with novel dynamic structure for cloud data
16;Jian Shen;a2958bee-81fd-499b-8787-c2abd0aee02f;outsourced data modification algorithm with assistance of multiassistants in cloud computing
16;Jian Shen;161b0745-e3c6-4c62-a514-38c81eaf3a39;efficient designated server identitybased encryption with conjunctive keyword search
16;Jian Shen;597d618c-41e5-4fad-b479-aced0eb3c182;a novel hashbased rfid grouping authentication protocol on tag groups and multiple readers
16;Jian Shen;0ff37f21-0b02-41d6-867c-f1dfc5e45e8d;performance comparison of typical routing protocols in adhoc networks
16;Jian Shen;e5b51e0b-1917-42e2-9925-798dc5f9f470;a semantic treebased approach for sketchbased 3d model retrieval
16;Jian Shen;7335d8ec-ccf8-441f-a45a-d0b26cc2ce58;distributed energy management for vehicletogrid networks
16;Jian Shen;a1c5235e-9ed8-4e8e-b9ff-556d5e8fb762;a novel clustering solution for wireless sensor networks
16;Jian Shen;f2f92ae7-e34d-4ab8-bc80-654f11f02b10;a comparative survey on rfid grouping authentication protocols
16;Jian Shen;9c0568cf-815e-4251-9144-d214c5a50c40;phased array and image enhancement method based structural health monitoring
16;Jian Shen;17b188f3-e26b-4fa8-a748-2b6da3daad41;a query refinement framework for xml keyword search
16;Jian Shen;1562ec68-095b-4450-853b-41748a428b2c;e2gsm energy effective gearshifting mechanism in cloud storage system
16;Jian Shen;c7dd7dab-e958-4f34-9826-828ab175084d;hierarchical trust level evaluation for pervasive social networking
16;Jian Shen;fa9d93e3-aa03-4fd5-b1e5-5df18a865693;efficient privacypreserving cubedata aggregation scheme for smart grids
16;Jian Shen;346993a4-c58e-49b9-b394-6b90a812cce8;an enhanced idupdating hashbased rfid authentication protocol with strong privacy protection
16;Jian Shen;77241e84-cf86-423a-8037-110c638201fb;hierarchical attributebased encryption with continuous auxiliary inputs leakage
16;Jian Shen;5158bc39-3341-4b17-9af9-c3fa350ee4c8;a privacypreserving health data aggregation scheme
16;Jian Shen;537dff13-01e2-44b3-9661-06ecf5fe4567;a route planning method for underwater terrain aided positioning based on gray wolf optimization algorithm
16;Jian Shen;639862d9-937d-47c8-b7ab-6daa41f381ff;an efficient authentication and key agreement scheme for multigateway wireless sensor networks in iot deployment
16;Jian Shen;231d6fe6-c1b6-4b03-aeef-c2a63a29cfc7;direction densitybased secure routing protocol for healthcare data in incompletely predictable networks
16;Jian Shen;2fd6c080-57e5-4f12-9d90-40ddb1a6c301;vpch a consistent hashing algorithm for better load balancing in a hadoop environment
16;Jian Shen;413d7033-7368-462f-9b6a-29030b7c680a;a rfid based localization algorithm for wireless sensor networks
16;Jian Shen;d98a0a4c-d109-4b60-bbf7-423fba2b9613;outsourced data modification algorithm with assistance of multiassistants in cloud computing
16;Jian Shen;f0e4263c-f76e-4626-818e-f6ec5bacb84d;an adaptive approach to better load balancing in a consumercentric cloud environment
16;Jian Shen;a1c64ee1-4ac1-4dc4-9e58-effa0dc556cf;design of a provably secure biometricsbased multicloudserver authentication scheme
16;Jian Shen;4382c209-d43a-4a75-b990-a605516f1bf6;stability and positive observer design for positive 2d discretetime system with multiple delays
16;Jian Shen;c91819d3-8133-402d-9a4d-d72c4166fc12;greedy probabilitybased routing protocol for incompletely predictable vehicular adhoc network
16;Jian Shen;4c12be6a-036f-456e-9a74-f7a1e58f121b;a survey on the research of indoor rfid positioning system
16;Jian Shen;754022a1-545d-4854-8499-6659c9dcec00;an untraceable temporalcredentialbased twofactor authentication scheme using ecc for wireless sensor networks
16;Jian Shen;e20685aa-7776-445a-92bf-1d7ad0a63eac;certificateless authentication protocol for wireless body area network
16;Jian Shen;f00bb4b1-5266-4d16-99ab-84675ffcd5f1;gametheorybased active defense for intrusion detection in cyberphysical embedded systems
16;Jian Shen;3ca8f93b-4b92-4f74-b9dd-2cfa445e2a68;quality of protection in cloudassisted cognitive machinetomachine communications for industrial systems
16;Jian Shen;6cb0acc9-0aec-4813-a1f6-061acb8bc6d2;a provably secure twofactor authenticated key exchange protocol for wireless sensor networks based on authenticated encryption
16;Jian Shen;43a5f32a-9f5c-4488-bea1-7e02a923aa28;an efficient and secure identitybased authentication and key agreement protocol with user anonymity for mobile devices
16;Jian Shen;26f4363b-cd33-4ac1-acb6-4e27fa1443ca;hybrid digitalanalog scheme for video transmission over fading channel
16;Jian Shen;dc3927f9-0571-4c9f-beb3-0362d6a40732;estimation accuracy on execution time of runtime tasks in a heterogeneous distributed environment
16;Jian Shen;0b71361f-833c-4794-a3e2-2c9cd5fa93eb;eiascp new efficient identitybased authentication scheme with conditional privacypreserving for vanets
16;Jian Shen;f45fa64c-43fa-41d6-921a-723127d6aab6;provable data transfer from provable data possession and deletion in cloud storage
16;Jian Shen;61251029-031e-455d-acc8-76f2c7bb873f;consensusbased sparse signal reconstruction algorithm for wireless sensor networks
16;Jian Shen;48dd01e5-7855-4831-8d5c-0fd58abc5372;a speculative approach to spatialtemporal efficiency with multiobjective optimization in a heterogeneous cloud environment
16;Jian Shen;89b1dca6-5819-401c-b31b-a455b138d9ea;a cloud based framework of prognostics and health management for manufacturing industry
16;Jian Shen;b991c994-1db6-4ba6-b0e4-839f07356ba8;organized topology based routing protocol in incompletely predictable adhoc networks
16;Jian Shen;dd2d6afb-9873-4d8b-8e42-29a542582455;remote data integrity checking and sharing in cloudbased health internet of things
16;Jian Shen;878cba5a-d7ee-4dfb-aaf8-08048e089b66;secure access control of ehealth system with attributebased encryption
16;Jian Shen;52644e1f-da56-4f9a-9c38-7f3f94c5ec0a;a privacyaware twofactor authentication protocol based on elliptic curve cryptography for wireless sensor networks
16;Jian Shen;48518b67-64f5-4880-be20-fd31da5ffccc;comment on a certificateless onepass and twoparty authenticated key agreement protocol
16;Jian Shen;7b0ec0c7-93f6-403a-9423-9d4940bef2ff;innovia vehicle radiated emission investigation and cenelec compliance solution
16;Jian Shen;9fd65ccc-4218-4d13-80e8-ee0db7c5355f;an extreme learning approach to fast prediction in the reduce phase of a cloud platform
16;Jian Shen;d27d1626-071e-4e88-b14b-649b07bed23a;adaptive task scheduling strategy in cloud when energy consumption meets performance guarantee
16;Jian Shen;db2c59f6-d5ca-44a4-bf3f-6004add29c67;analysis and improvement of a privacyaware handover authentication scheme for wireless network
16;Jian Shen;b2d79c8c-b3a5-4a8f-9a0f-c0ef5e31858d;towards achieving flexible and verifiable search for outsourced database in cloud computing
16;Jian Shen;1f314d7a-2ec7-4bcc-a239-fbff9ee8bf0e;a mobilesink based energy efficiency clustering routing algorithm for wsns in coal mine
16;Jian Shen;172503ff-eb76-4866-b265-05337d068301;efficient and secure encrypted image search in mobile cloud computing
16;Jian Shen;4b2b8e76-8223-4a71-9478-26a2e510e042;efficient and anonymous authentication scheme for wireless body area networks
16;Jian Shen;897e43f3-4f57-4e99-ad83-f4451e559b9d;cryptanalysis and improvement of an enhanced twofactor user authentication scheme in wireless sensor networks
16;Jian Shen;800c56cb-d647-4671-814c-2d4d3ffc2c81;an optimized strategy for speculative execution in a heterogeneous environment
16;Jian Shen;afa4bd10-230b-43d7-a57d-d818ce5d8689;cloud data integrity checking with an identitybased auditing mechanism from rsa
